task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
189	3a/e4919b	2412918	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (SRR8528594)	COMPLETED	0	2026-06-10 00:13:00.331	21.3s	21s	160.5%	5.2 MB	219.4 MB	2.7 GB	5.4 KB
184	09/4045ba	2413373	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (SRR11355830)	COMPLETED	0	2026-06-10 00:13:00.352	21.5s	21s	157.5%	5.2 MB	219.4 MB	2.8 GB	5.4 KB
164	67/ff8503	2412619	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (SRR14189737)	COMPLETED	0	2026-06-10 00:13:00.309	22.2s	22s	161.1%	5.2 MB	219.4 MB	2.8 GB	5.4 KB
179	04/851d39	2412643	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (a71a46bf-206a-4ef4-8878-1451e351a6bf)	COMPLETED	0	2026-06-10 00:13:00.311	23.5s	23s	149.3%	5.2 MB	219.4 MB	3.3 GB	5.4 KB
202	cb/172016	2415947	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (514a93da-9c6d-4030-8ce2-d470861690d3)	COMPLETED	0	2026-06-10 00:13:00.469	24.4s	24s	151.8%	3 MB	219.4 MB	3.4 GB	5.4 KB
170	df/9d078f	2416735	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (SRR7961323)	COMPLETED	0	2026-06-10 00:13:00.501	35.8s	36s	134.4%	4.5 MB	220.7 MB	1.2 GB	51.4 KB
167	f0/d4f3c0	2412838	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (d90389dc-120f-4e74-b3f0-8d3ac60bd3c4)	COMPLETED	0	2026-06-10 00:13:00.325	36.1s	36s	144.0%	4.5 MB	219.4 MB	5.5 GB	5.4 KB
159	53/39f511	2416963	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (SRR7411445)	COMPLETED	0	2026-06-10 00:13:00.509	36.1s	36s	125.6%	2.2 MB	220.7 MB	1.1 GB	58.4 KB
204	da/40f5b4	2415681	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (4dc4f20b-29c0-4c88-a9a9-73b850b8aaa9)	COMPLETED	0	2026-06-10 00:13:00.458	39.7s	40s	142.2%	4.5 MB	219.4 MB	6 GB	5.4 KB
177	1c/21261d	2413134	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (2ea4421b-3693-4689-947f-da0c9da8b888)	COMPLETED	0	2026-06-10 00:13:00.342	40.9s	41s	140.4%	5.2 MB	219.4 MB	6.1 GB	5.4 KB
197	be/e7a560	2414696	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (b0a12dfa-fb35-4b78-9886-47354d0f521e)	COMPLETED	0	2026-06-10 00:13:00.410	41.7s	42s	137.1%	4.5 MB	219.4 MB	6.3 GB	5.4 KB
192	9e/6291e8	2413911	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (364ef418-4b6a-4a3e-84f9-57ca755e1101)	COMPLETED	0	2026-06-10 00:13:00.376	42.9s	43s	141.8%	3.8 MB	219.4 MB	6.6 GB	5.4 KB
200	e8/b86862	2415367	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (7cb4e820-bf76-406f-a0df-dc6d06b2e935)	COMPLETED	0	2026-06-10 00:13:00.444	42.9s	43s	143.2%	5.2 MB	219.4 MB	6.6 GB	5.4 KB
172	70/930d42	2412733	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (a4a420c8-a195-4077-b621-6f8bfa02b39b)	COMPLETED	0	2026-06-10 00:13:00.318	45.7s	45s	140.1%	4.5 MB	219.4 MB	6.9 GB	5.4 KB
207	ae/17ad0d	2413257	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (dbd793a8-1b32-480d-9366-bb7b45c14549)	COMPLETED	0	2026-06-10 00:13:00.347	46.5s	46s	146.3%	4.5 MB	219.4 MB	7 GB	5.4 KB
175	d1/560b7e	2412702	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (0b72f9e4-598b-4eb2-addc-9d23aeadd6a8)	COMPLETED	0	2026-06-10 00:13:00.316	47.8s	48s	145.0%	4.5 MB	219.4 MB	7.3 GB	5.4 KB
211	28/2b66ab	2412876	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (cf4f7acf-4ae8-4de8-8c8b-8a8ab9023cbe)	COMPLETED	0	2026-06-10 00:13:00.328	47.9s	48s	143.9%	5.2 MB	219.4 MB	7.4 GB	5.4 KB
186	dd/d8f4e8	2413638	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (8982e051-d476-4b65-a541-663f3f2892f2)	COMPLETED	0	2026-06-10 00:13:00.364	49.7s	50s	141.6%	4.5 MB	219.4 MB	7.6 GB	5.4 KB
209	db/55b497	2414482	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (2c8f0ab5-cf44-40bb-b9f9-daf5bb66bb7c)	COMPLETED	0	2026-06-10 00:13:00.400	50s	50s	141.7%	3 MB	220.8 MB	2.6 GB	233.9 KB
153	5e/2ed2c8	2386316	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SALMON_QUANT (ERR2539101)	COMPLETED	0	2026-06-10 00:03:38.687	10m 14s	10m 14s	327.0%	2.2 GB	3 GB	42.7 GB	14 MB
181	7c/92aec2	2414398	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (e9fae13c-4513-4afe-a03f-a2f90bff3f3c)	COMPLETED	0	2026-06-10 00:13:00.397	52.6s	52s	142.8%	4.5 MB	219.4 MB	7.9 GB	5.4 KB
214	86/2751ea	2412673	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (5ddaa9cb-f3a4-4e7b-8ed7-1d25820ece22)	COMPLETED	0	2026-06-10 00:13:00.314	53.1s	53s	138.5%	3.8 MB	219.4 MB	8.3 GB	5.4 KB
203	46/9dca38	2413750	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (SRR8528594)	COMPLETED	0	2026-06-10 00:13:00.369	1m	1m	137.3%	4.5 MB	220.8 MB	2.7 GB	224.2 KB
216	fd/689a09	2413541	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (e96d9259-bbe6-461a-9f11-37f985253dea)	COMPLETED	0	2026-06-10 00:13:00.359	1m 3s	1m 3s	140.6%	4.5 MB	219.4 MB	10.4 GB	5.4 KB
162	2a/33bf4f	2416619	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (SRR14189737)	COMPLETED	0	2026-06-10 00:13:00.496	1m 6s	1m 6s	134.7%	6.8 MB	220.8 MB	2.8 GB	221.2 KB
220	0b/cc4876	2415511	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (514a93da-9c6d-4030-8ce2-d470861690d3)	COMPLETED	0	2026-06-10 00:13:00.451	1m 8s	1m 8s	138.5%	3 MB	220.7 MB	3.4 GB	236.8 KB
195	d1/ac8df2	2413691	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (SRR11355830)	COMPLETED	0	2026-06-10 00:13:00.367	1m 16s	1m 16s	129.0%	3.8 MB	220.7 MB	2.8 GB	233.3 KB
188	e6/b8515a	2416135	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (a71a46bf-206a-4ef4-8878-1451e351a6bf)	COMPLETED	0	2026-06-10 00:13:00.477	1m 21s	1m 21s	130.0%	6.8 MB	220.8 MB	3.3 GB	234.6 KB
166	b0/d2a6b2	2416233	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (d90389dc-120f-4e74-b3f0-8d3ac60bd3c4)	COMPLETED	0	2026-06-10 00:13:00.481	1m 22s	1m 22s	146.2%	3 MB	220.8 MB	5.5 GB	240.1 KB
212	25/d1fad6	2415430	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (b0a12dfa-fb35-4b78-9886-47354d0f521e)	COMPLETED	0	2026-06-10 00:13:00.447	1m 25s	1m 25s	148.5%	3 MB	220.8 MB	6.3 GB	242.5 KB
223	e0/990116	2414776	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (4dc4f20b-29c0-4c88-a9a9-73b850b8aaa9)	COMPLETED	0	2026-06-10 00:13:00.413	1m 28s	1m 28s	147.1%	6 MB	220.8 MB	6 GB	243.1 KB
183	98/74662b	2416863	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (2ea4421b-3693-4689-947f-da0c9da8b888)	COMPLETED	0	2026-06-10 00:13:00.504	1m 31s	1m 31s	146.2%	3 MB	220.7 MB	6.1 GB	240.4 KB
206	d2/f7a8e9	2416338	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (364ef418-4b6a-4a3e-84f9-57ca755e1101)	COMPLETED	0	2026-06-10 00:13:00.485	1m 41s	1m 41s	144.7%	4.5 MB	220.8 MB	6.6 GB	242 KB
217	ef/0d61bb	2415101	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (7cb4e820-bf76-406f-a0df-dc6d06b2e935)	COMPLETED	0	2026-06-10 00:13:00.430	1m 42s	1m 42s	143.5%	4.5 MB	220.8 MB	6.6 GB	244.8 KB
173	b7/153b5e	2416041	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (a4a420c8-a195-4077-b621-6f8bfa02b39b)	COMPLETED	0	2026-06-10 00:13:00.473	1m 45s	1m 45s	143.5%	3.8 MB	220.7 MB	6.9 GB	243.6 KB
225	4a/f829e0	2414213	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (dbd793a8-1b32-480d-9366-bb7b45c14549)	COMPLETED	0	2026-06-10 00:13:00.390	1m 45s	1m 45s	143.5%	4.5 MB	220.8 MB	7 GB	244.4 KB
227	ef/fa0dc9	2414027	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (5ddaa9cb-f3a4-4e7b-8ed7-1d25820ece22)	COMPLETED	0	2026-06-10 00:13:00.382	1m 48s	1m 48s	148.3%	3.8 MB	220.7 MB	8.3 GB	244 KB
226	a3/44488a	2414138	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (cf4f7acf-4ae8-4de8-8c8b-8a8ab9023cbe)	COMPLETED	0	2026-06-10 00:13:00.387	1m 51s	1m 51s	144.7%	5.2 MB	220.8 MB	7.4 GB	243.8 KB
178	db/ebbde5	2417229	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (0b72f9e4-598b-4eb2-addc-9d23aeadd6a8)	COMPLETED	0	2026-06-10 00:13:00.517	1m 51s	1m 51s	143.7%	3.8 MB	220.7 MB	7.3 GB	245.7 KB
199	6b/e53fe1	2413966	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (8982e051-d476-4b65-a541-663f3f2892f2)	COMPLETED	0	2026-06-10 00:13:00.379	1m 54s	1m 54s	144.1%	4.5 MB	220.7 MB	7.6 GB	246.6 KB
191	87/50121f	2415609	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (e9fae13c-4513-4afe-a03f-a2f90bff3f3c)	COMPLETED	0	2026-06-10 00:13:00.455	1m 55s	1m 55s	145.8%	3.8 MB	220.7 MB	7.9 GB	245.3 KB
221	67/1c29e8	2413032	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ERR2539101)	COMPLETED	0	2026-06-10 00:13:00.336	2m 3s	2m 3s	132.7%	4.5 MB	219.4 MB	23.9 GB	5.4 KB
151	98/440002	2381019	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SALMON_QUANT (ERR2539158)	COMPLETED	0	2026-06-10 00:01:43.051	13m 29s	13m 28s	524.0%	6.2 GB	7.9 GB	44 GB	14.9 MB
228	eb/a5a4e1	2413807	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (e96d9259-bbe6-461a-9f11-37f985253dea)	COMPLETED	0	2026-06-10 00:13:00.371	2m 16s	2m 16s	146.2%	3 MB	220.7 MB	10.4 GB	249.6 KB
219	3e/2998f9	2412969	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ERR2539158)	COMPLETED	0	2026-06-10 00:13:00.333	2m 19s	2m 18s	132.4%	4.5 MB	219.4 MB	26.6 GB	5.4 KB
231	f3/ae5a23	2477767	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:CUSTOM_TX2GENE (null)	COMPLETED	0	2026-06-10 00:15:32.321	44.6s	44s	99.7%	60.4 MB	64.8 MB	2.8 GB	10.5 MB
232	38/6781fd	2479433	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:TXIMETA_TXIMPORT	COMPLETED	0	2026-06-10 00:16:17.505	37.2s	37s	125.0%	1.5 GB	14.2 GB	308.7 MB	187.8 MB
230	50/670b83	2413872	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ERR2539101)	ABORTED	-	2026-06-10 00:13:00.374	-	-	-	-	-	-	-
229	88/01c1bb	2414088	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ERR2539158)	ABORTED	-	2026-06-10 00:13:00.384	-	-	-	-	-	-	-
